title,authors,publisher,url,category,ISBN
セキュリティコンテストのためのCTF問題集,清水 祐太郎 (著), 竹迫 良範 (著), 新穂 隼人 (著), 長谷川 千広 (著), 廣田 一貴 (著), 保要 隆明 (著), 美濃 圭佑 (著), 三村 聡志 (著), 森田 浩平 (著), 八木橋 優 (著), 渡部 裕 (著), SECCON実行委員会 (読み手),マイナビ出版,https://amzn.asia/d/2XBEQ6h,競技書,B074888F88
